ID,group,trial_number,trial_type,trial_role,token_opp,token_self,combined_earning,split_opp,split_self,splitperc_opp,splitperc_self,accept,accepted_amount,accepted_perc,proposed_perc,proposed_amount
1017,Control,29,3,1,3,2,15,9.0,6.0,60,40,1.0,6.0,40.0,,
1017,Control,32,2,1,1,2,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1017,Control,33,3,1,2,1,9,6.75,2.25,75,25,1.0,2.25,25.0,,
1017,Control,35,1,1,2,2,12,7.2,4.8,60,40,1.0,4.8,40.0,,
1017,Control,37,1,1,3,3,18,12.6,5.4,70,30,1.0,5.4,30.0,,
1017,Control,38,2,1,1,2,9,7.2,1.8,80,20,1.0,1.8,20.0,,
1017,Control,39,1,1,2,2,12,7.8,4.2,65,35,1.0,4.2,35.0,,
1017,Control,41,2,1,1,2,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1017,Control,43,3,1,3,2,15,13.5,1.5,90,10,1.0,1.5,10.0,,
1017,Control,45,2,1,2,3,15,11.25,3.75,75,25,1.0,3.75,25.0,,
1017,Control,46,3,1,3,2,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1017,Control,48,2,1,1,2,9,5.4,3.6,60,40,1.0,3.6,40.0,,
1017,Control,49,3,1,2,1,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1017,Control,50,3,1,2,1,9,7.2,1.8,80,20,1.0,1.8,20.0,,
1017,Control,51,1,1,2,2,12,9.0,3.0,75,25,1.0,3.0,25.0,,
1018,Control,2,1,1,1,1,6,4.2,1.8,70,30,1.0,1.8,30.0,,
1018,Control,3,2,1,2,3,15,9.75,5.25,65,35,1.0,5.25,35.0,,
1018,Control,4,2,1,1,2,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1018,Control,6,1,1,2,2,12,7.8,4.2,65,35,1.0,4.2,35.0,,
1018,Control,7,2,1,1,2,9,7.2,1.8,80,20,1.0,1.8,20.0,,
1018,Control,8,3,1,3,2,15,9.0,6.0,60,40,1.0,6.0,40.0,,
1018,Control,11,3,1,2,1,9,6.3,2.7,70,30,1.0,2.7,30.0,,
1018,Control,12,1,1,2,2,12,9.0,3.0,75,25,1.0,3.0,25.0,,
1018,Control,14,1,1,3,3,18,12.6,5.4,70,30,1.0,5.4,30.0,,
1018,Control,15,2,1,1,2,9,4.5,4.5,50,50,1.0,4.5,50.0,,
1018,Control,17,2,1,2,3,15,9.0,6.0,60,40,1.0,6.0,40.0,,
1018,Control,18,1,1,3,3,18,13.5,4.5,75,25,1.0,4.5,25.0,,
1018,Control,22,3,1,3,2,15,12.0,3.0,80,20,1.0,3.0,20.0,,
